_id,OBJECTID,ID,ADDRESSNUMBERTEXT,ADDRESSSTREET,FRONTINGSTREET,SIDE,FROMSTREET,DIRECTION,SITEID,WARD,BIA,ASSETTYPE,STATUS,BARCODE,SDE_STATE_ID,X,Y,LONGITUDE,LATITUDE,geometry
678551,1310,PS-01567,145,Evans Ave,Evans Ave,South,Ourland Ave,West,13731,3,,Corral,Existing,K0613731,0,304011.597,4830983.62,-79.509768365,43.61879027,"{u'type': u'Point', u'coordinates': (-79.509768359, 43.6187902703)}"
678552,1311,PS-01569,548,Silverstone Dr,Finch Ave W,North,Silverstone Dr,East,13769,1,,Corral,Temporarily Removed,K0113769,0,297176.453,4844035.897,-79.594640598,43.736239209,"{u'type': u'Point', u'coordinates': (-79.5946406037, 43.7362392075)}"
678553,1312,PS-01570,25,Duncanwoods Dr,Duncanwoods Dr,East,Finch Ave W,North,13770,7,,Corral,Temporarily Removed,K0713770,0,300158.627,4845453.317,-79.557631424,43.749022363,"{u'type': u'Point', u'coordinates': (-79.5576314179, 43.7490223619)}"
678554,1313,PS-01572,1785,Finch Ave W,Finch Ave W,South,Tobermory Dr,West,13772,7,,Corral,Temporarily Removed,K0813772,0,304140.858,4846571.053,-79.508185867,43.759097556,"{u'type': u'Point', u'coordinates': (-79.508185867, 43.7590975605)}"
678555,1314,PS-01573,1118,Finch Ave W,Finch Ave W,North,Chesswood Dr,East,13773,6,DuKe Heights,Corral,Existing,K0813773,0,306824.375,4847473.243,-79.474855941,43.767215861000004,"{u'type': u'Point', u'coordinates': (-79.4748559408, 43.7672158652)}"
678556,1315,PS-01576,603,Evans Ave,Evans Ave,South,Brown's Line,East,13792,3,,Corral,Existing,K0613792,0,300965.503,4830109.469,-79.547503439,43.61091222,"{u'type': u'Point', u'coordinates': (-79.5475034387, 43.6109122202)}"
678557,1316,PS-01577,,,Vansco Rd,West,The Queensway,North,13793,3,,Corral,Existing,K0513793,0,302034.766,4831069.476,-79.53426184,43.61955837399999,"{u'type': u'Point', u'coordinates': (-79.534261846, 43.6195583786)}"
678558,1317,PS-01395,4915,Steeles Ave W,Steeles Ave W,South,Signet Dr,West,12108,7,Emery Village,Corral,Existing,K0112108,0,301274.157,4847864.433999999,-79.543795839,43.770731417,"{u'type': u'Point', u'coordinates': (-79.543795837, 43.7707314183)}"
678559,1318,PS-01241,1005,King St W,King St W,South,Shaw St,East,11934,10,,Corral,Temporarily Removed,K1911934,0,311700.877,4833505.732,-79.414465586,43.641461208,"{u'type': u'Point', u'coordinates': (-79.4144655904, 43.6414612103)}"
678560,1319,PS-00334,832,College St,Ossington Ave,East,College St,North,09589,11,College Promenade,Corral,Existing,K1909589,0,311033.92699999997,4834975.671,-79.42271527300001,43.654698541,"{u'type': u'Point', u'coordinates': (-79.4227152755, 43.6546985421)}"
678561,1321,PS-02149,2900,Eglinton Ave E,Eglinton Ave E,North,McCowan Rd,East,15696,21,,Corral,Existing,K2115696,0,325895.308,4844381.442,-79.23810523,43.73908868,"{u'type': u'Point', u'coordinates': (-79.2381052305, 43.7390886776)}"
678562,1322,PS-02221,4675,Sheppard Ave E,Sheppard Ave E,South,McCowan Rd,East,15773,23,Sheppard East Village,Corral,Existing,C4215773,0,324411.476,4850035.643999999,-79.256320086,43.790023436000006,"{u'type': u'Point', u'coordinates': (-79.2563200878, 43.7900234355)}"
678563,1326,PS-02228,352,Spadina Ave,Spadina Ave,West,St Andrew St,North,15780,11,Chinatown,Corral,Existing,K2015780,0,312957.455,4834959.132,-79.398868735,43.654531053999996,"{u'type': u'Point', u'coordinates': (-79.3988687382, 43.6545310595)}"
678564,1327,PS-02231,280,Spadina Ave,Spadina Ave,West,Dundas St W,South,15781,10,Chinatown,Corral,Existing,K2015781,0,313022.925,4834738.84,-79.39806043899999,43.652547413,"{u'type': u'Point', u'coordinates': (-79.3980604356, 43.6525474149)}"
678565,1328,PS-02232,659,Queens Quay W,Queens Quay W,South,Eireann Quay,West,15782,10,The Waterfront,Corral,Existing,K1915782,0,312981.29,4832843.804,-79.398605279,43.635489975,"{u'type': u'Point', u'coordinates': (-79.3986052774, 43.635489978)}"
678566,1331,PS-02234,69,East Liberty St,East Liberty St,South,Pirandello St,West,15784,10,,Corral,Existing,,0,311710.23699999996,4833180.469,-79.414353731,43.638533312,"{u'type': u'Point', u'coordinates': (-79.414353735, 43.6385333116)}"
678567,1332,PS-02237,170,Jameson Ave,Jameson Ave,West,Leopold St,South,15787,4,,Corral,Existing,K1415787,0,309919.187,4833163.363,-79.43655236,43.63839380899999,"{u'type': u'Point', u'coordinates': (-79.4365523591, 43.6383938098)}"
678568,1333,PS-02238,120,Jameson Ave,Jameson Ave,West,King St W,South,15788,4,,Corral,Existing,K1415788,0,309994.11199999996,4832894.848,-79.43562631,43.635976282,"{u'type': u'Point', u'coordinates': (-79.4356263131, 43.6359762861)}"
678569,1334,PS-02240,55,University Ave,University Ave,East,Wellington St E,North,15824,10,Financial District,Corral,Existing,K1015824,0,314153.472,4834080.112,-79.384056485,43.64660462,"{u'type': u'Point', u'coordinates': (-79.3840564825, 43.6466046202)}"
678570,1335,PS-02241,1551,Dupont St,Dupont St,South,Perth Ave,West,15816,9,,Corral,Existing,K1815816,0,308615.464,4836158.327,-79.452689654,43.665360367,"{u'type': u'Point', u'coordinates': (-79.4526896496, 43.6653603728)}"
678571,1336,PS-02243,3790,Bathurst St,Bathurst St,West,Charleswood Dr,North,15796,6,,Corral,Existing,K1015796,0,310083.684,4844278.68,-79.434404628,43.738444908000005,"{u'type': u'Point', u'coordinates': (-79.4344046276, 43.7384449105)}"
678572,1337,PS-02253,3075,Dufferin St,Dufferin St,East,Lawrence Ave W,North,15902,8,,Corral,Existing,K1515902,0,308455.00399999996,4841624.123,-79.45464223100001,43.714560423,"{u'type': u'Point', u'coordinates': (-79.4546422331, 43.7145604261)}"
678573,1341,PS-02269,2213,Dufferin St,Dufferin St,East,Gibson St,North,15991,12,,Corral,Existing,K1215991,0,308988.43,4838966.73,-79.448043203,43.690637683,"{u'type': u'Point', u'coordinates': (-79.448043202, 43.6906376823)}"
678574,1342,PS-01126,360,The West Mall,The West Mall,West,Eva Rd,North,11811,2,,Corral,Existing,K0311811,0,299554.489,4833289.886,-79.565014535,43.639531807,"{u'type': u'Point', u'coordinates': (-79.5650145384, 43.6395318109)}"
678575,1343,PS-01128,4201,Bloor St W,Bloor St W,South,The West Mall,West,11812,2,,Corral,Existing,K0311812,0,299758.555,4832836.498,-79.56248105,43.635452099,"{u'type': u'Point', u'coordinates': (-79.5624810518, 43.6354521054)}"
678576,1344,PS-01130,212,The West Mall,The West Mall,West,West Mall Cres,North,11814,2,,Corral,Existing,K0311814,0,300000.92600000004,4832209.096,-79.559471668,43.629806216999995,"{u'type': u'Point', u'coordinates': (-79.5594716639, 43.629806221)}"
678577,1345,PS-01134,1,Mosque Cres,John Garland Blvd,North,Martin Grove Rd,West,11868,1,,Corral,Existing,K0111868,0,297572.981,4843570.071,-79.589711748,43.732050175,"{u'type': u'Point', u'coordinates': (-79.5897117532, 43.7320501761)}"
678578,1346,PS-01136,10,Pittsboro Dr,Finch Ave W,South,Martin Grove Rd,East,11870,1,,Corral,Temporarily Removed,K0111870,0,297447.96,4844093.005,-79.591270838,43.736755988,"{u'type': u'Point', u'coordinates': (-79.5912708335, 43.73675599)}"
678579,1347,PS-01138,1621,Albion Rd,Martin Grove Rd,East,Albion Rd,South,11872,1,,Corral,Temporarily Removed,K0111872,0,297251.749,4844603.635,-79.593713826,43.741350302,"{u'type': u'Point', u'coordinates': (-79.5937138317, 43.7413503063)}"
678580,1348,PS-01140,130,Neptune Dr,Neptune Dr,North,Rajah St,West,11832,8,,Corral,Existing,K1511832,0,309550.076,4843331.749,-79.44103757,43.72992498,"{u'type': u'Point', u'coordinates': (-79.4410375726, 43.7299249822)}"
678581,1349,PS-01142,970,Lawrence Ave W,Apex Rd,East,Lawrence Ave W,North,11834,8,,Corral,Existing,K1511834,0,308140.636,4841504.69,-79.458544205,43.713486853999996,"{u'type': u'Point', u'coordinates': (-79.4585442083, 43.7134868603)}"
678582,1350,PS-01148,2500,Eglinton Ave E,Eglinton Ave E,North,Midland Ave,East,11874,21,,Corral,Existing,K3711874,0,324308.693,4843895.789,-79.257820227,43.734760678,"{u'type': u'Point', u'coordinates': (-79.2578202323, 43.7347606804)}"
678583,1353,PS-00483,2840,Weston Rd,Weston Rd,West,Flindon Rd,North,10200,7,,Corral,Existing,K0710200,0,301774.012,4842325.959,-79.537555763,43.720880655,"{u'type': u'Point', u'coordinates': (-79.537555769, 43.7208806605)}"
678584,1354,PS-00485,3077,Weston Rd,Weston Rd,East,Mainshep Rd,North,10201,7,Emery Village,Corral,Existing,K0710201,0,301786.897,4843532.631,-79.537402604,43.731742256000004,"{u'type': u'Point', u'coordinates': (-79.5374026099, 43.7317422564)}"
678585,1355,PS-00488,3328,Weston Rd,Weston Rd,West,Imogene Ave,North,10204,7,Emery Village,Corral,Existing,K0710204,0,301532.56899999996,4844790.676,-79.540567314,43.743065123,"{u'type': u'Point', u'coordinates': (-79.5405673081, 43.7430651214)}"
678586,1356,PS-00490,3390,Weston Rd,Weston Rd,West,Lanyard Rd,North,10205,7,Emery Village,Corral,Existing,K0710205,0,301432.75899999996,4845392.665,-79.54181028100001,43.74848329899999,"{u'type': u'Point', u'coordinates': (-79.5418102859, 43.7484833031)}"
678587,1357,PS-00492,2825,Islington Ave,Islington Ave,East,Aviemore Dr,North,10207,7,,Corral,Existing,K0710207,0,299319.906,4845426.61,-79.568045449,43.748776238999994,"{u'type': u'Point', u'coordinates': (-79.5680454452, 43.7487762414)}"
678588,1358,PS-00500,161,King St E,Jarvis St,West,King St E,South,10281,13,St. Lawrence Market Neighbourhood,Corral,Existing,K2810281,0,315130.937,4834493.409,-79.37193217,43.650311916999996,"{u'type': u'Point', u'coordinates': (-79.3719321725, 43.6503119168)}"
678589,1360,PS-00504,60,Queen St E,Church St,East,Queen St E,North,10284,13,,Corral,Temporarily Removed,K2810284,0,314824.098,4834828.666999999,-79.375729687,43.653333882,"{u'type': u'Point', u'coordinates': (-79.3757296819, 43.6533338854)}"
678590,1361,PS-00107,5799,Yonge St,Yonge St,East,Cummer Ave,South,07368,18,,Corral,Temporarily Removed,K2407368,0,311471.206,4849649.546,-79.417112249,43.786777826000005,"{u'type': u'Point', u'coordinates': (-79.4171122499, 43.7867778288)}"
678591,1371,PS-00022,2339,Dundas St W,Bloor St W,North,Dundas St W,West,06407,4,Bloor By The Park,Corral,Existing,K1406407,0,308612.24600000004,4835156.9969999995,-79.452736627,43.656347075,"{u'type': u'Point', u'coordinates': (-79.4527366226, 43.6563470758)}"
678592,1372,PS-00008,3082,Bloor St W,Bloor St W,North,Montgomery Rd,East,07079,3,,Corral,Existing,K0507079,0,303641.955,4834096.0430000005,-79.51435491,43.646805915,"{u'type': u'Point', u'coordinates': (-79.5143549116, 43.6468059168)}"
678593,1374,PS-00087,2,St Clair Ave W,St Clair Ave W,North,Yonge St,West,00528,12,Yonge & St. Clair,Corral,Existing,K2200528,0,313315.167,4838693.4569999995,-79.394375118,43.688140876000006,"{u'type': u'Point', u'coordinates': (-79.3943751119, 43.6881408779)}"
678594,1375,PS-00174,1560,Danforth Ave,Danforth Ave,North,Coxwell Ave,West,09758,14,Danforth Mosaic,Corral,Existing,K2909758,0,319001.663,4838174.531,-79.323851909,43.683382947,"{u'type': u'Point', u'coordinates': (-79.323851906, 43.6833829471)}"
678595,1385,PS-00228,701,Warden Ave,Warden Ave,East,St Clair Ave E,South,08383,20,,Corral,Existing,K3508383,0,322488.045,4841290.482,-79.280507115,43.711355495,"{u'type': u'Point', u'coordinates': (-79.2805071126, 43.7113554956)}"
678596,1386,PS-00126,66,Wellesley St E,Wellesley St E,North,Church St,West,06005,13,Church-Wellesley Village,Corral,Existing,K2706005,0,314385.122,4836203.182,-79.381147317,43.665712131999996,"{u'type': u'Point', u'coordinates': (-79.3811473217, 43.6657121314)}"
678597,1387,PS-00292,379,St Clair Ave W,St Clair Ave W,South,Wells Hill Ave,East,09558,12,Wychwood Heights,Corral,Existing,K1509558,0,311627.206,4838187.791999999,-79.415319502,43.683606665,"{u'type': u'Point', u'coordinates': (-79.4153195043, 43.6836066676)}"
678598,1389,PS-00295,2072,Lawrence Ave E,Lawrence Ave E,North,Warden Ave,East,09560,21,Wexford Heights,Corral,Existing,K3709560,0,321352.56,4845093.484,-79.294480364,43.74561318600001,"{u'type': u'Point', u'coordinates': (-79.2944803668, 43.7456131888)}"
678599,1390,PS-00299,65,Ellesmere Rd,Ellesmere Rd,South,Victoria Park Ave,East,09562,21,,Corral,Existing,K3709562,0,319737.127,4846453.326,-79.314499967,43.757887643000004,"{u'type': u'Point', u'coordinates': (-79.3144999694, 43.7578876409)}"
678600,1391,PS-00301,1301X,Markham Rd,Progress Ave,South,Markham Rd,East,09564,24,,Corral,Existing,K3809564,0,326251.284,4849124.761,-79.233496445,43.781773509,"{u'type': u'Point', u'coordinates': (-79.2334964481, 43.7817735067)}"
678601,1392,PS-00303,,,Mccowan Rd,West,Finch Ave E,North,09565,23,,Corral,Existing,K4109565,0,323558.875,4852067.413,-79.26684278,43.808333587,"{u'type': u'Point', u'coordinates': (-79.2668427804, 43.8083335886)}"
678602,1393,PS-00310,1275,Danforth Rd,Danforth Rd,East,Trudelle St,South,09570,21,,Corral,Existing,K3809570,0,325307.145,4844438.277,-79.245404941,43.739616749,"{u'type': u'Point', u'coordinates': (-79.2454049373, 43.7396167545)}"
678603,1394,PS-00312,1727,Lawrence Ave W,Lawrence Ave W,South,Brookhaven Dr,West,09572,5,,Corral,Existing,K1209572,0,305045.81,4840470.692,-79.496950086,43.704187045,"{u'type': u'Point', u'coordinates': (-79.4969500799, 43.7041870432)}"
678604,1397,PS-00246,1407,Yonge St,Pleasant Blvd,North,Yonge St,East,08040,12,Yonge & St. Clair,Corral,Existing,K2208040,0,313406.167,4838596.57,-79.39324786899999,43.687267717,"{u'type': u'Point', u'coordinates': (-79.393247867, 43.6872677216)}"
678605,1399,PS-00252,3195,Yonge St,Yonge St,East,Ranleigh Ave,South,07519,15,Yonge Lawrence Village,Corral,Existing,K2507519,0,312633.852,4843080.024,-79.402762549,43.727632993,"{u'type': u'Point', u'coordinates': (-79.4027625431, 43.7276329934)}"
678606,1400,PS-00260,5607,Yonge St,Yonge St,East,Finch Ave E,North,09298,18,,Corral,Existing,K2309298,0,311609.79600000003,4848909.898,-79.415399697,43.780118885,"{u'type': u'Point', u'coordinates': (-79.4153997013, 43.7801188911)}"
678607,1401,PS-00610,200,Gateway Blvd,Gateway Blvd,North,Don Mills Rd,East,10405,16,,Corral,Existing,K2610405,0,318019.351,4841641.213,-79.33595075,43.714605537,"{u'type': u'Point', u'coordinates': (-79.3359507524, 43.7146055355)}"
678608,1402,PS-00346,2442,Bloor St W,Bloor St W,North,Jane St,West,09597,4,Bloor West Village,Corral,Temporarily Removed,K1309597,0,306016.599,4834363.959,-79.48491866,43.64921743,"{u'type': u'Point', u'coordinates': (-79.4849186605, 43.649217433)}"
678609,1407,PS-02179,624,Annette St,Annette St,North,Durie St,East,15739,4,,Corral,Existing,C1315739,0,306245.655,4835527.196,-79.48207609399999,43.659687728,"{u'type': u'Point', u'coordinates': (-79.4820760973, 43.6596877317)}"
678610,1411,PS-02193,2,Southill Dr,Barber Greene Rd,East,Southill Dr,North,15767,16,,Corral,Existing,,0,317182.712,4843213.169,-79.346297052,43.728769481,"{u'type': u'Point', u'coordinates': (-79.3462970516, 43.7287694806)}"
678611,1412,PS-02109,,,Bayview Ave,West,Empress Ave,South,15656,18,,Corral,Existing,C2315656,0,313667.293,4848232.938999999,-79.389849975,43.774003705,"{u'type': u'Point', u'coordinates': (-79.3898499777, 43.774003707)}"
678612,1413,PS-02062,555,Finch Ave W,Finch Ave W,South,Virgilwood Dr,West,15728,6,,Corral,Existing,K0615728,0,308944.83,4848078.432,-79.448513836,43.772654444,"{u'type': u'Point', u'coordinates': (-79.4485138405, 43.772654445)}"
678613,1414,PS-02074,6,Lexington Ave,Martin Grove Rd,West,Lexington Ave,North,15618,1,,Corral,Existing,C0115618,0,297099.467,4844949.198,-79.595609403,43.74445922100001,"{u'type': u'Point', u'coordinates': (-79.5956094065, 43.7444592231)}"
678614,1416,PS-02217,402,Spadina Ave,Spadina Ave,West,Nassau St,North,15808,11,Chinatown,Corral,Existing,K2015808,0,312911.15,4835118.673,-79.399440407,43.655967651000005,"{u'type': u'Point', u'coordinates': (-79.3994404027, 43.6559676486)}"
678615,1419,PS-02170,130,Kingston Rd,Kingston Rd,West,Dixon Ave,North,15715,19,,Corral,Existing,C3215715,0,320040.658,4836743.569,-79.311005398,43.670481884,"{u'type': u'Point', u'coordinates': (-79.3110053927, 43.6704818865)}"
678616,1421,PS-02153,1300,Yonge St,Yonge St,West,Woodlawn Ave E,North,15698,12,Yonge & St. Clair,Corral,Existing,C2215698,0,313458.961,4838250.9569999995,-79.39259856,43.68415614,"{u'type': u'Point', u'coordinates': (-79.3925985543, 43.6841561455)}"
678617,1423,PS-02115,,,Pharmacy Ave,West,Gordon Baker Rd,North,15662,22,,Corral,Existing,C3915662,0,318117.908,4852471.098999999,-79.33445911,43.812085145,"{u'type': u'Point', u'coordinates': (-79.3344591052, 43.8120851494)}"
678618,1424,PS-02270,2450,Lawrence Ave E,Lawrence Ave E,North,Prudential Dr,Northwest,15989,21,,Corral,Existing,K2115989,0,323336.964,4845686.803,-79.269821358,43.75090677,"{u'type': u'Point', u'coordinates': (-79.2698213624, 43.7509067747)}"
678619,1425,PS-02082,,,Silverstone Dr,West,Albion Rd,South,15626,1,,Corral,Existing,K0115626,0,296728.24100000004,4844766.021000001,-79.600215769,43.742806461,"{u'type': u'Point', u'coordinates': (-79.6002157714, 43.7428064619)}"
678620,1426,PS-02132,815,Caledonia Rd,Caledonia Rd,East,Raitherm Rd,South,15679,8,,Corral,Existing,K0815679,0,307693.57399999996,4840181.256,-79.46409916,43.701576146,"{u'type': u'Point', u'coordinates': (-79.4640991563, 43.7015761521)}"
678621,1427,PS-02271,600,Lake Shore Blvd W,Fleet St,North,Iannuzzi St,East,16005,10,CityPlace and Fort York,Corral,Existing,K1016005,0,312816.70399999997,4832949.6219999995,-79.40064349800001,43.636444271,"{u'type': u'Point', u'coordinates': (-79.4006434997, 43.636444276)}"
678622,1430,PS-02274,,,Victoria Park Ave,East,Huntingwood Dr,South,16009,22,,Corral,Existing,,0,318872.097,4848922.074,-79.325177774,43.780126091999996,"{u'type': u'Point', u'coordinates': (-79.3251777749, 43.7801260969)}"
678623,1432,PS-02279,,,Finch Ave E,North,Kennedy Rd,East,16019,22,,Corral,Existing,K2216019,0,321206.547,4851306.062,-79.296103371,43.801536524,"{u'type': u'Point', u'coordinates': (-79.296103376, 43.801536529)}"
678624,1433,PS-02282,110,Coe Hill Dr,Coe Hill Dr,South,Windermere Ave,East,16027,4,,Corral,Existing,K0416027,0,306894.267,4833486.776000001,-79.474042215,43.641319628999995,"{u'type': u'Point', u'coordinates': (-79.4740422161, 43.6413196325)}"
678625,1434,PS-02283,,,Pharmacy Ave,East,Huntingdale Blvd,South,16024,22,,Corral,Existing,,0,318723.688,4850703.274,-79.326975261,43.796161661999996,"{u'type': u'Point', u'coordinates': (-79.3269752576, 43.7961616657)}"
678626,1435,PS-02284,,,Finch Ave E,South,Pharmacy Ave,West,16025,22,,Corral,Existing,,0,318771.945,4850474.504,-79.326381552,43.794101571999995,"{u'type': u'Point', u'coordinates': (-79.3263815495, 43.7941015767)}"
678627,1436,PS-02287,,,Wenlock Gt,South,Goldhawk Trl,West,16030,23,,Corral,Existing,,0,322246.19899999996,4853506.532,-79.28311125,43.821319266,"{u'type': u'Point', u'coordinates': (-79.2831112543, 43.8213192714)}"
678628,1438,PS-02293,10,Elm Ave,Elm Ave,North,Mount Pleasant Rd,East,16038,11,,Corral,Existing,K1116038,0,314506.368,4837205.446,-79.379625876,43.674732246000005,"{u'type': u'Point', u'coordinates': (-79.3796258814, 43.6747322474)}"
678629,1440,PS-01941,7,The Donway E,The Donway E,East,Greenland Rd,South,15003,16,,Corral,Existing,K3415003,0,317685.929,4843696.562,-79.34003921600001,43.73311202399999,"{u'type': u'Point', u'coordinates': (-79.3400392111, 43.733112027)}"
678630,1441,PS-01942,1641,Queen St E,Queen St E,South,Eastern Ave,West,15004,19,,Corral,Existing,C3215004,0,319708.062,4836310.2469999995,-79.315141756,43.66658817,"{u'type': u'Point', u'coordinates': (-79.3151417605, 43.6665881759)}"
678631,1442,PS-01936,4,King St W,King St W,North,Yonge St,West,15037,13,Financial District,Corral,Existing,K2015037,0,314623.87100000004,4834364.235,-79.378220375,43.649156048,"{u'type': u'Point', u'coordinates': (-79.3782203691, 43.6491560467)}"
678632,1443,PS-01950,1,Hanson St,Coxwell Ave,West,Hanson St,South,15023,14,,Corral,Existing,C3215023,0,319138.229,4837756.822,-79.322169148,43.679620407,"{u'type': u'Point', u'coordinates': (-79.322169145, 43.6796204134)}"
678633,1448,PS-01956,330,Keele St,Keele St,West,Annette St,North,15080,4,,Corral,Existing,C1315080,0,307692.583,4836018.591,-79.464133782,43.66410672399999,"{u'type': u'Point', u'coordinates': (-79.4641337809, 43.6641067252)}"
678634,1449,PS-01951,635,Bloor St W,Bloor St W,South,Euclid Ave,East,15027,11,Korea Town,Corral,Existing,C1915027,0,311680.093,4836043.531,-79.414690874,43.664305006999996,"{u'type': u'Point', u'coordinates': (-79.4146908726, 43.6643050131)}"
678635,1450,PS-01945,359,Danforth Ave,Danforth Ave,South,Hampton Ave,East,15007,14,Greektown on the Danforth,Corral,Existing,C3015007,0,316680.668,4837496.94,-79.352654821,43.677324496000004,"{u'type': u'Point', u'coordinates': (-79.3526548264, 43.6773244946)}"
678636,1452,PS-01947,,,Don Mills Rd,West,Wynford Dr,North,15018,16,,Corral,Existing,C2615018,0,317699.055,4842613.933999999,-79.339902227,43.723366843,"{u'type': u'Point', u'coordinates': (-79.3399022286, 43.7233668445)}"
678637,1454,PS-01961,30,Springhurst Ave,Springhurst Ave,North,Spencer Ave,East,15222,4,,Corral,Existing,,0,310521.086,4832705.51,-79.429097218,43.634268115,"{u'type': u'Point', u'coordinates': (-79.4290972228, 43.6342681188)}"
678638,1455,PS-01917,2705,Islington Ave,Islington Ave,East,Kingsmoor Gt,South,15009,1,,Corral,Existing,C0115009,0,299415.455,4844567.103999999,-79.566850414,43.741040348999995,"{u'type': u'Point', u'coordinates': (-79.5668504195, 43.7410403512)}"
678639,1456,PS-01918,2738,Lake Shore Blvd W,Albert Ave,West,Lake Shore Blvd W,North,15010,3,Mimico By The Lake,Corral,Existing,C0615010,0,305730.877,4830652.006,-79.488466949,43.61580510899999,"{u'type': u'Point', u'coordinates': (-79.4884669504, 43.6158051111)}"
678640,1461,PS-01909,80,Cosburn Ave,Cosburn Ave,North,Pape Ave,West,14985,14,,Corral,Existing,C2914985,0,316828.661,4838805.7930000005,-79.35079021,43.68910346,"{u'type': u'Point', u'coordinates': (-79.3507902127, 43.6891034648)}"
678641,1462,PS-01910,444,Lumsden Ave,Lumsden Ave,North,Barrington Ave,East,14986,19,,Corral,Existing,K3114986,0,320708.518,4839512.936000001,-79.302641812,43.695395678000004,"{u'type': u'Point', u'coordinates': (-79.3026418173, 43.6953956762)}"
678642,1463,PS-01911,933,Danforth Ave,Danforth Ave,South,Euston Ave,West,14990,14,Danforth Mosaic,Corral,Temporarily Removed,C3014990,0,317852.715,4837814.619,-79.338111356,43.680164346000005,"{u'type': u'Point', u'coordinates': (-79.3381113547, 43.6801643517)}"
678643,1464,PS-01914,737,Broadview Ave,Broadview Ave,East,Dearbourne Ave,North,14993,14,Broadview Danforth,Corral,Existing,C3014993,0,316241.11199999996,4837296.319,-79.358110485,43.675525543999996,"{u'type': u'Point', u'coordinates': (-79.35811048, 43.6755255431)}"
678644,1465,PS-01964,35,Quebec Ave,Quebec Ave,East,Gothic Ave,South,15317,4,,Corral,Existing,C1315317,0,307459.314,4834879.99,-79.467031779,43.653858655,"{u'type': u'Point', u'coordinates': (-79.4670317782, 43.6538586543)}"
678645,1466,PS-01931,1028,Pape Ave,Pape Ave,West,Cosburn Ave,South,15065,14,Pape Village,Corral,Temporarily Removed,C2915065,0,316987.406,4838812.85,-79.3488209,43.689164393999995,"{u'type': u'Point', u'coordinates': (-79.3488209041, 43.6891643994)}"
678646,1467,PS-01930,1028,Pape Ave,Pape Ave,West,Cosburn Ave,South,15064,14,Pape Village,Corral,Existing,C2915064,0,316984.956,4838821.888,-79.34885109300001,43.689245789,"{u'type': u'Point', u'coordinates': (-79.3488510908, 43.6892457931)}"
678647,1469,PS-01933,398,Avenue Rd,Edmund Ave,South,Avenue Rd,West,15067,12,,Corral,Existing,K1215067,0,312863.103,4838055.45,-79.399992197,43.682403035,"{u'type': u'Point', u'coordinates': (-79.3999921925, 43.6824030343)}"
678648,1471,PS-02024,1170,Bay St,Bay St,West,Charles St W,North,15520,11,Bloor-Yorkville,Corral,Existing,C2715520,0,313728.462,4836564.923,-79.389283706,43.668976455,"{u'type': u'Point', u'coordinates': (-79.3892837113, 43.6689764528)}"
678649,1472,PS-02027,888,Yonge St,Davenport Rd,North,Yonge St,West,15561,11,Bloor-Yorkville,Corral,Existing,C2715561,0,313797.554,4837004.478999999,-79.38841962,43.672932198999995,"{u'type': u'Point', u'coordinates': (-79.3884196163, 43.6729322004)}"
678650,1473,PS-02028,1010,Broadview Ave,Broadview Ave,West,Pottery Rd,South,15576,14,,Corral,Existing,K2915576,0,316318.012,4838200.142,-79.357137488,43.683659927,"{u'type': u'Point', u'coordinates': (-79.3571374883, 43.6836599256)}"
678651,1474,PS-02029,807,Broadview Ave,Broadview Ave,East,Pretoria Ave,South,15577,14,Broadview Danforth,Corral,Existing,K2915577,0,316212.4,4837562.62,-79.358460928,43.677923037,"{u'type': u'Point', u'coordinates': (-79.3584609231, 43.6779230376)}"
678652,1475,PS-02030,1068,Pape Ave,Pape Ave,West,Gamble Ave,North,15579,14,,Corral,Existing,C2915579,0,316939.405,4838987.505,-79.349412396,43.690737303,"{u'type': u'Point', u'coordinates': (-79.3494123988, 43.6907373018)}"
678653,1476,PS-02031,755,Danforth Ave,Danforth Ave,South,Eaton Ave,East,15578,14,Greektown on the Danforth,Corral,Existing,C2915578,0,317511.344,4837722.852,-79.342347417,43.679344251,"{u'type': u'Point', u'coordinates': (-79.3423474168, 43.6793442489)}"
678654,1481,PS-01897,75,The Donway W,The Donway W,East,Southill Dr,North,14972,16,,Corral,Existing,K2514972,0,317212.527,4843623.558,-79.34591749399999,43.732462977,"{u'type': u'Point', u'coordinates': (-79.3459174984, 43.7324629766)}"
678655,1482,PS-01898,,,Leslie St,East,Talwood Dr,South,14964,16,,Corral,Existing,C2514964,0,316303.082,4844534.848,-79.357187337,43.740680337,"{u'type': u'Point', u'coordinates': (-79.357187335, 43.7406803384)}"
678656,1483,PS-01899,770,Don Mills Rd,Don Mills Rd,West,St Dennis Dr,North,14976,16,,Corral,Existing,C2614976,0,317882.831,4841886.984,-79.337638956,43.71682019399999,"{u'type': u'Point', u'coordinates': (-79.3376389561, 43.7168201938)}"
678657,1485,PS-01902,101,Duncan Mill Rd,Duncan Mill Rd,South,Valleybrook Dr,West,14974,16,,Corral,Existing,C3414974,0,316411.939,4846855.249,-79.355785724,43.76156497,"{u'type': u'Point', u'coordinates': (-79.3557857186, 43.7615649737)}"
678658,1486,PS-01903,12,Thorncliffe Park Dr,Thorncliffe Park Dr,East,Overlea Blvd,South,14950,15,,Corral,Existing,C2614950,0,316996.0,4840514.784,-79.348675783,43.7044838,"{u'type': u'Point', u'coordinates': (-79.3486757797, 43.7044838028)}"
